,country,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
214,South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,1.0,87009.0,114470.0,616211.0,778718.0,1436667.0
215,Sub-Saharan Africa,SSF,5746983.0,5169351.0,5426102.0,6326209.0,6728426.0,5624768.0,4354773.0,3541575.0,3414162.0,3618341.0,3769262.0,3464776.0,3525375.0,3312513.0,3222000.0,3096413.0,3039944.0,2748153.0,2628118.0,2666143.0,2810459.0,3371920.0,3535415.0,3702783.0,4479620.0,5233815.0,6009114.0
216,Small states,SST,12296.0,20862.0,83373.0,92011.0,129056.0,126321.0,129423.0,121299.0,122829.0,278940.0,239246.0,190761.0,147850.0,111483.0,113104.0,115915.0,118191.0,121501.0,117144.0,103237.0,90672.0,75062.0,60372.0,47564.0,42357.0,40454.0,37195.0
217,Sao Tome and Principe,STP,1.0,1.0,1.0,1.0,30.0,36.0,49.0,43.0,42.0,30.0,25.0,23.0,39.0,42.0,39.0,24.0,32.0,33.0,35.0,33.0,33.0,33.0,32.0,31.0,22.0,22.0,26.0
218,Suriname,SUR,6620.0,5921.0,2545.0,893.0,915.0,817.0,754.0,663.0,491.0,411.0,334.0,237.0,103.0,70.0,51.0,29.0,66.0,63.0,50.0,45.0,25.0,20.0,15.0,17.0,17.0,19.0,16.0
219,Slovak Republic,SVK,,,,,12.0,26.0,57.0,70.0,143.0,178.0,220.0,191.0,595.0,667.0,619.0,791.0,741.0,342.0,331.0,334.0,158.0,269.0,239.0,323.0,319.0,326.0,792.0
220,Slovenia,SVN,,,,28429.0,14829.0,12860.0,3368.0,3414.0,3302.0,3295.0,3284.0,765.0,858.0,610.0,582.0,155.0,1760.0,52.0,52.0,39.0,38.0,32.0,34.0,28.0,26.0,23.0,15.0
221,Sweden,SWE,,,,,11.0,25.0,38.0,40.0,41.0,31.0,18.0,5.0,28.0,32.0,29.0,75.0,16.0,16.0,15.0,19.0,25.0,24.0,20.0,16.0,18.0,16.0,8.0
222,Swaziland,SWZ,,,,1.0,13.0,15.0,17.0,20.0,30.0,28.0,16.0,15.0,19.0,5.0,14.0,13.0,22.0,25.0,32.0,32.0,36.0,43.0,65.0,109.0,161.0,220.0,219.0
224,Seychelles,SYC,60.0,69.0,54.0,28.0,553.0,339.0,138.0,33.0,39.0,29.0,23.0,13.0,44.0,38.0,44.0,40.0,61.0,55.0,53.0,49.0,49.0,42.0,29.0,26.0,25.0,20.0,5.0
225,Syrian Arab Republic,SYR,2148.0,3037.0,4408.0,5404.0,7087.0,7994.0,8609.0,8653.0,8126.0,6695.0,5871.0,4869.0,18913.0,20819.0,21439.0,16401.0,12337.0,13690.0,15211.0,17914.0,18452.0,19931.0,729022.0,2468332.0,3887491.0,4873243.0,5524333.0
226,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,14.0,14.0,15.0,15.0,14.0,14.0
227,Chad,TCD,184806.0,72319.0,66381.0,212932.0,211971.0,59727.0,58445.0,55025.0,61298.0,58797.0,54962.0,46294.0,47349.0,52275.0,52663.0,48400.0,36300.0,55722.0,55105.0,55014.0,53733.0,42640.0,39694.0,48640.0,48258.0,14940.0,14146.0
228,East Asia & Pacific (IDA & IBRD countries),TEA,694681.0,712095.0,976759.0,1013131.0,930494.0,932855.0,891030.0,870785.0,839455.0,926529.0,849418.0,792377.0,784558.0,707576.0,710779.0,727519.0,804567.0,724021.0,740110.0,975747.0,986256.0,987871.0,988918.0,1030064.0,1043049.0,1016795.0,1064568.0
229,Europe & Central Asia (IDA & IBRD countries),TEC,205648.0,262947.0,1522064.0,1739594.0,1849569.0,1876788.0,2416523.0,2290843.0,2038084.0,1872787.0,1497513.0,1396241.0,1813862.0,1619767.0,1452931.0,1180814.0,1153096.0,788767.0,808295.0,733606.0,703585.0,665958.0,648479.0,335992.0,543478.0,600036.0,500740.0
230,Togo,TGO,6.0,18.0,106.0,291060.0,167871.0,93155.0,25593.0,7187.0,3506.0,3692.0,4016.0,4354.0,10448.0,10614.0,10819.0,51107.0,27332.0,22502.0,16750.0,18378.0,18330.0,17871.0,15693.0,10319.0,9276.0,8785.0,8286.0
231,Thailand,THA,20.0,30.0,35.0,36.0,137.0,211.0,284.0,272.0,295.0,318.0,217.0,94.0,344.0,296.0,319.0,424.0,3325.0,2325.0,1815.0,502.0,356.0,368.0,381.0,222.0,233.0,222.0,143.0
232,Tajikistan,TJK,,,60008.0,70108.0,57144.0,58956.0,107503.0,75878.0,56349.0,45167.0,59940.0,56108.0,63267.0,58936.0,56780.0,54753.0,645.0,894.0,544.0,562.0,577.0,612.0,674.0,662.0,725.0,794.0,910.0
233,Turkmenistan,TKM,,,,,7.0,47.0,2937.0,3181.0,1562.0,1051.0,300.0,310.0,801.0,840.0,812.0,820.0,692.0,678.0,736.0,743.0,738.0,726.0,723.0,519.0,484.0,455.0,346.0
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,157232.0,157007.0,151051.0,134129.0,144789.0,130841.0,124059.0,115673.0,102453.0,88295.0,63296.0,66188.0,77003.0,75004.0,80333.0,98667.0,130198.0,617393.0,438963.0,455215.0,463164.0,475966.0,483277.0,488788.0,454944.0,440962.0,413967.0
235,Timor-Leste,TLS,,,,,,,,,,162472.0,122202.0,73042.0,28097.0,127.0,221.0,251.0,251.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,13.0,20.0,14.0
236,Middle East & North Africa (IDA & IBRD countries),TMN,1219608.0,1465051.0,1488638.0,904108.0,934832.0,875219.0,862754.0,837223.0,799031.0,761822.0,649690.0,655561.0,633285.0,562968.0,493245.0,426025.0,1606523.0,2434407.0,2028881.0,1918768.0,1811956.0,1563493.0,1597166.0,2975964.0,4375791.0,5276322.0,5996894.0
237,Tonga,TON,,,,,,,3.0,3.0,2.0,2.0,3.0,1.0,8.0,12.0,5.0,4.0,6.0,5.0,7.0,5.0,6.0,10.0,13.0,18.0,22.0,24.0,25.0
238,South Asia (IDA & IBRD),TSA,6548528.0,6526699.0,4811737.0,3611828.0,3012792.0,2958743.0,2963692.0,2966999.0,2909068.0,2848536.0,3847613.0,4072784.0,2800281.0,2406923.0,2680150.0,2436405.0,2386475.0,3369159.0,3142120.0,3192116.0,3344561.0,2928157.0,2842313.0,2788749.0,3107801.0,3134526.0,2765416.0
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,5746983.0,5169351.0,5426102.0,6326209.0,6728426.0,5624768.0,4354773.0,3541575.0,3414162.0,3618341.0,3769262.0,3464776.0,3525375.0,3312513.0,3222000.0,3096413.0,3039944.0,2748153.0,2628118.0,2666143.0,2810459.0,3371920.0,3535415.0,3702783.0,4479620.0,5233815.0,6009114.0
240,Trinidad and Tobago,TTO,1.0,1.0,1.0,1.0,13.0,14.0,16.0,21.0,26.0,25.0,24.0,16.0,35.0,38.0,41.0,63.0,153.0,211.0,231.0,240.0,255.0,297.0,333.0,336.0,371.0,369.0,295.0
241,Tunisia,TUN,42.0,63.0,86.0,104.0,212.0,333.0,406.0,698.0,932.0,1240.0,1207.0,1368.0,2543.0,2563.0,2518.0,3129.0,2845.0,2507.0,2349.0,2260.0,2174.0,1952.0,1935.0,1363.0,1485.0,1567.0,1667.0
242,Turkey,TUR,5508.0,6452.0,10089.0,16768.0,28873.0,44866.0,50354.0,47341.0,45019.0,44012.0,47155.0,47090.0,193704.0,185098.0,174574.0,170567.0,227232.0,221939.0,214378.0,146387.0,146794.0,139779.0,135372.0,66575.0,63892.0,59558.0,57885.0
243,Tuvalu,TUV,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,,,1.0,1.0,2.0,2.0,2.0,
244,Tanzania,TZA,8.0,11.0,20.0,32.0,62.0,68.0,65.0,66.0,102.0,118.0,313.0,378.0,580.0,711.0,985.0,1549.0,1667.0,1255.0,1270.0,1204.0,1144.0,1163.0,1122.0,1040.0,858.0,820.0,554.0
245,Uganda,UGA,58820.0,39386.0,32456.0,33415.0,31450.0,24166.0,28339.0,55241.0,13301.0,13937.0,32414.0,40141.0,40425.0,35247.0,31963.0,34225.0,21752.0,21341.0,7548.0,7554.0,6441.0,5680.0,5608.0,8176.0,7191.0,6316.0,6189.0
246,Ukraine,UKR,,,38.0,134.0,915.0,1701.0,6107.0,6348.0,4596.0,12236.0,19312.0,26716.0,85265.0,94148.0,89579.0,84228.0,63723.0,25985.0,28424.0,24522.0,25111.0,25379.0,25256.0,5163.0,237625.0,321418.0,239048.0
247,Upper middle income,UMC,1435966.0,1742079.0,2854365.0,2496151.0,2575645.0,2582262.0,2922319.0,2820069.0,2615478.0,2437234.0,2171086.0,2087692.0,2395124.0,2134427.0,1925477.0,1592523.0,2880516.0,3863765.0,3320006.0,3151061.0,3025857.0,2742193.0,2051910.0,1421786.0,1354140.0,1207769.0,1217542.0
248,Uruguay,URY,842.0,601.0,429.0,162.0,362.0,262.0,201.0,89.0,74.0,39.0,51.0,46.0,61.0,57.0,81.0,111.0,163.0,197.0,199.0,188.0,186.0,184.0,171.0,147.0,124.0,91.0,13.0
249,United States,USA,1.0,8.0,10.0,12.0,366.0,245.0,143.0,75.0,51.0,41.0,176.0,219.0,383.0,395.0,451.0,683.0,1356.0,2174.0,2137.0,2368.0,3026.0,3778.0,4456.0,4760.0,4987.0,4832.0,277.0
250,Uzbekistan,UZB,,,,2.0,29060.0,143.0,69747.0,69069.0,51729.0,45533.0,3628.0,3458.0,6881.0,7391.0,7288.0,8323.0,9102.0,5663.0,6308.0,6669.0,8840.0,12664.0,11593.0,4952.0,4795.0,4206.0,3809.0
251,St. Vincent and the Grenadines,VCT,,,,,7.0,7.0,13.0,13.0,24.0,36.0,48.0,67.0,81.0,105.0,181.0,279.0,387.0,646.0,750.0,849.0,946.0,1127.0,1316.0,1535.0,1736.0,1823.0,1330.0
252,"Venezuela, RB",VEN,,1.0,4.0,135.0,371.0,476.0,557.0,608.0,570.0,556.0,471.0,466.0,526.0,598.0,1256.0,2590.0,3829.0,5094.0,5807.0,6221.0,6701.0,7577.0,8208.0,8395.0,8009.0,7454.0,7513.0
255,Vietnam,VNM,496029.0,498323.0,517111.0,527627.0,539101.0,543541.0,518340.0,476795.0,435437.0,405377.0,370758.0,353224.0,373741.0,363179.0,349780.0,358268.0,374279.0,327776.0,328183.0,339289.0,338698.0,337829.0,336939.0,314107.0,313418.0,313155.0,329331.0
256,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,
257,World,WLD,19805688.0,19414923.0,20023531.0,18718993.0,18325596.0,17418028.0,16102005.0,14934398.0,14552205.0,14863846.0,15451236.0,15643310.0,14265347.0,13437842.0,13530667.0,12863676.0,14326136.0,15953753.0,15161622.0,15163210.0,15516350.0,15202527.0,15417874.0,16729328.0,19535060.0,21377887.0,22523968.0
258,Samoa,WSM,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,3.0,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,
260,"Yemen, Rep.",YEM,8.0,73.0,31.0,39.0,150.0,369.0,1154.0,1721.0,1935.0,2022.0,2113.0,1985.0,1600.0,1597.0,1606.0,1325.0,1362.0,1632.0,1777.0,1934.0,2076.0,2323.0,2594.0,2428.0,2631.0,15897.0,18396.0
261,South Africa,ZAF,14783.0,11206.0,9241.0,9094.0,1514.0,488.0,290.0,244.0,188.0,193.0,168.0,123.0,275.0,288.0,272.0,268.0,510.0,474.0,453.0,384.0,380.0,429.0,420.0,423.0,424.0,450.0,427.0
262,Zambia,ZMB,1.0,1.0,1990.0,1574.0,16.0,20.0,40.0,63.0,77.0,87.0,98.0,62.0,92.0,100.0,124.0,151.0,203.0,196.0,195.0,206.0,228.0,240.0,243.0,232.0,316.0,344.0,246.0
263,Zimbabwe,ZWE,4.0,128.0,9.0,17.0,42.0,36.0,34.0,38.0,42.0,43.0,109.0,257.0,4030.0,7162.0,9568.0,11251.0,12782.0,14374.0,16841.0,22449.0,24089.0,25048.0,22101.0,19734.0,22492.0,21344.0,18116.0
